Processo,Classe,Assunto,Comarca,Ano,Especializada
0233139-07.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228204-21.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0227881-16.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230186-70.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229734-60.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0233147-81.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232486-05.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230033-37.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229670-50.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229598-63.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231160-10.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229162-07.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229723-31.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232266-07.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0226789-03.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231138-49.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230128-67.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229962-35.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230107-91.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231045-86.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229107-56.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229767-50.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231177-46.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230305-31.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231201-74.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229890-48.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231093-45.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231236-34.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228293-44.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229181-13.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231168-84.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229947-66.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228659-83.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229001-94.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231112-51.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231224-20.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230913-29.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232290-35.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229926-90.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230063-72.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229636-75.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228825-18.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229169-96.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0233182-41.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229701-70.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232256-60.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231790-66.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230931-50.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229718-09.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229915-61.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229487-79.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0233112-24.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229812-54.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0227214-30.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228004-14.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229785-71.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228866-82.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229977-04.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229618-54.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229471-28.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229684-34.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229754-51.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230979-09.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232229-77.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229466-06.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230004-84.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229922-53.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229886-11.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231187-90.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231865-08.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229944-14.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232331-02.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231924-93.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229664-43.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0235181-29.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232481-80.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229800-40.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0001350-71.2025.8.04.1000,Procedimento Comum,Retroativo de escalonamento,Comarca de Manaus,2025.0,CPRAC - PPC
0245625-24.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0231862-53.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231388-82.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0233734-06.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231437-26.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231966-45.2025.8.04.1000,Homologação de Transação Extrajudicial,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0231889-36.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0245668-58.2025.8.04.1000,Homologação de Transação Extrajudicial,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0233246-51.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0245695-41.2025.8.04.1000,Homologação de Transação Extrajudicial,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0245540-38.2025.8.04.1000,Homologação de Transação Extrajudicial,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0231626-04.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231375-83.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231789-81.2025.8.04.1000,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231774-15.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0244698-58.2025.8.04.1000,Homologação de Transação Extrajudicial,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0244708-05.2025.8.04.1000,Homologação de Transação Extrajudicial,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0242658-06.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0245373-21.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0244689-96.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0244717-64.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0249436-89.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Valores Retroativos do abono de permanência,Comarca de Manaus,2025.0,CPRAC - PPC
0175346-13.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0249862-04.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0250858-02.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Valores Retroativos do abono de permanência,Comarca de Manaus,2025.0,CPRAC - PPC
0251177-67.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Pagamento retroativo a progressão funcional,Comarca de Manaus,2025.0,CPRAC - PPC
0241367-68.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0247356-55.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0151472-96.2025.8.04.1000,Cumprimento de Sentença,Abono de permanência em serviço,Comarca de Manaus,2025.0,CPRAC - PPC
0229496-41.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0232313-78.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0235067-90.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0226580-34.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229501-63.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229780-49.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0233544-43.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229745-89.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229916-46.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230031-67.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0251623-70.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Pagamento retroativo a progressão funcional,Comarca de Manaus,2025.0,CPRAC - PPC
0241509-72.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0228801-87.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231100-37.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0247301-07.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0241386-74.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0244623-19.2025.8.04.1000,Reclamação Pré-processual,Férias,Comarca de Manaus,2025.0,CPRAC - PPC
0233434-44.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0231679-82.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0001462-84.2025.8.04.5900,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Novo Airão,2025.0,CPRAC - PPC
0001459-32.2025.8.04.5900,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Novo Airão,2025.0,CPRAC - PPC
0001461-02.2025.8.04.5900,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Novo Airão,2025.0,CPRAC - PPC
0001460-17.2025.8.04.5900,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Novo Airão,2025.0,CPRAC - PPC
0231234-64.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0254203-73.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0235238-47.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229660-06.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228788-88.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229677-42.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229857-58.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0254505-05.2025.8.04.1000,Procedimento do Juizado da Fazenda Pública,Valores Retroativos do abono de permanência,Comarca de Manaus,2025.0,CPRAC - PPC
0233319-23.2025.8.04.1000,Procedimento Comum,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229623-76.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0229697-33.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0228913-56.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0227959-10.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0242023-25.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
0230992-08.2025.8.04.1000,Reclamação Pré-processual,Data base de servidor público,Comarca de Manaus,2025.0,CPRAC - PPC
